,Gen-Awash II,Gen-Fincha,Gen-Genaledawa III,Gen-Gibgel Gibe I,Gen-Gibgel Gibe II,Gen-Gibgel Gibe III,Gen-Grand Renaissance Dam,Gen-Koka,Gen-Melka Wakena,Gen-Tekeze/ TK5,Gen-Tana Beles,Gen-Tis Abay I & II
5496,-64.0,-24.503403601229685,0.0,-23.186984732824428,0.0,-277.1490221316073,-660.0863841693634,-43.0,-89.60502421307507,-73.50199362041467,-52.1254384001194,-84.99999999999999
5497,-64.0,-34.37783633435807,0.0,-36.57760814249364,0.0,-668.7216828478964,-570.0428128371088,-43.0,-77.48789346246974,-73.76395534290272,-18.60458174763077,-84.99999999999999
5498,-64.0,-34.42687747035573,0.0,-100.5640373197625,0.0,-1520.5097087378638,-484.1558791801509,-43.0,-68.53510895883778,-68.18181818181819,0.0,-82.24969474969474
5499,-64.0,-27.28403601229688,-83.05206425926998,-184.0,-114.13052904095628,-1870.0,-339.391096952535,-43.0,-58.78480629539951,-58.87440191387561,0.0,-57.00137362637362
5500,-64.0,-18.34138486312399,-254.00000000008623,-184.0,-217.40673946640604,-1870.0,-259.83515372168284,-43.0,-43.014527845036326,-51.036682615629985,0.0,-44.49786324786324
5501,-64.0,-14.467135119309031,-254.00000000008623,-184.0,-213.47854967168462,-1870.0,-208.6272023083037,-43.0,-25.391949152542377,-40.806618819776716,0.0,-34.37881562881563
5502,-43.26268464996789,-17.850973503147415,-254.00000000008623,-184.0,-69.54281456578691,-1870.0,-195.80240934218168,-43.0,-12.683111380145279,-28.571371610845297,0.0,-24.908424908424905
5503,-39.64547206165704,-18.912714097496703,0.0,-171.25314249363868,0.0,-1559.1177384207117,-231.37650013484352,-39.52993295019157,-9.235774818401937,-41.604066985645936,0.0,-25.11858974358974
5504,-52.12074502247913,-19.878824476650564,0.0,-90.15483036471588,0.0,-796.033286390507,-186.8240122707659,-43.0,-13.506355932203393,-51.29864433811803,0.0,-21.9739010989011
5505,-60.19781631342325,-18.471343873517785,0.0,-44.74338846480068,0.0,-370.44729613376484,-247.32175364077668,-43.0,-23.12802663438257,-70.3122009569378,0.0,-31.994352869352866
5506,-60.218368657675015,-16.477821695213,0.0,-20.483460559796438,0.0,-170.45846817691475,-218.88484358144552,-43.0,-28.607748184019375,-84.52950558213716,0.0,-34.76800976800977
5507,-60.6499678869621,-15.219916556873079,0.0,-14.073405428329092,0.0,-140.9281083969795,-195.88381539913695,-43.0,-37.07173123486683,-98.34808612440193,0.0,-37.54166666666666
5508,-42.13230571612074,-13.82960035133948,0.0,-18.240033927056825,0.0,-208.28209277238403,-240.26597896440126,-42.217432950191565,-43.014527845036326,-126.79425837320575,0.0,-49.42765567765567
5509,-20.634553628773286,-11.65462596984336,0.0,-28.35662001696353,0.0,-278.1576521208198,-280.6618291531823,-20.480603448275865,-52.04449152542374,-166.005980861244,0.0,-61.96230158730159
5510,-12.454720616570327,-9.580185917142439,0.0,-23.63235368956743,0.0,-203.9674827227616,-229.94867516181228,-12.675526819923371,-62.48940677966102,-160.15031897926636,0.0,-64.65552503052503
5511,-10.255619781631342,-8.761198945981555,0.0,-13.042794741306192,0.0,-129.38472871197413,-296.24469053398053,-10.080699233716475,-69.95006053268767,-185.54346092503988,0.0,-75.19490231990231
5512,-8.035966602440592,-8.893610013175229,0.0,-6.5628032230704,0.0,-68.30674917367854,-233.21020428802586,-8.247844827586206,-83.89376513317191,-188.45972886762362,0.0,-67.63934676434677
5513,-9.248554913294798,-11.769872639437855,0.0,-4.3893129770992365,0.0,-65.56094929881338,-256.2112324703344,-9.267241379310343,-90.04237288135594,-187.40031897926636,0.0,-60.58455433455433
5514,-11.591522157996147,-14.842299809691111,0.0,-2.996145038167939,0.0,-79.4575442459547,-275.58833940129443,-11.419300766283524,-81.99001210653755,-183.1511164274322,0.0,-51.71352258852258
5515,-11.52986512524085,-19.192248572683354,0.0,-2.9538125530110264,0.0,-92.51386891477885,-246.6187129180151,-11.748802681992338,-64.03299031476998,-168.12480063795854,0.0,-45.19581807081807
5516,-10.789980732177264,-26.776460254721123,0.0,-3.9016115351993217,0.0,-133.64347357065805,-353.33232200647245,-10.811781609195402,-46.41041162227604,-159.4896331738437,0.0,-55.6547619047619
5517,-10.358381502890174,-38.13683940857854,0.0,-4.849410517387617,0.0,-176.28602321035595,-474.9040082254584,-10.183668582375478,-29.919794188861985,-142.48125996810208,0.0,-61.44337606837607
5518,-7.727681438664098,-62.331283853022974,0.0,-4.709537743850721,0.0,-201.4459077497303,-595.4102615965478,-7.938936781609195,-18.96035108958838,-116.29066985645933,0.0,-48.260073260073256
5519,-7.5016056518946685,-110.93104962670179,0.0,-4.291772688719253,0.0,-198.19579288025886,-750.0000000004213,-7.516762452107279,-12.657384987893463,-108.05422647527912,0.0,-35.72542735042734
5520,-10.27617212588311,-134.0,0.0,-3.9991518235793047,0.0,-123.05285868392666,-750.0000000004213,-10.296934865900383,-9.878934624697338,-99.28229665071771,0.0,-33.600427350427346
5521,-12.845215157353886,-107.98858146684232,0.0,-5.072094995759118,0.0,-120.02696871628909,-750.0000000004213,-12.871168582375478,-10.49636803874092,-96.49122807017544,0.0,-32.95177045177045
5522,-21.271676300578033,-65.46991655687307,0.0,-6.340118744698898,0.0,-122.04422869471412,-585.988066343042,-21.31465517241379,-11.834140435835353,-92.50398724082936,0.0,-36.58424908424908
5523,-32.76043673731535,-58.341787439613526,0.0,-9.823965224766752,0.0,-176.28602321035598,-593.0438410194174,-32.63098659003831,-13.660714285714288,-111.38078149920256,0.0,-50.2864774114774
5524,-47.18818240205523,-44.15418679549114,0.0,-13.488163698049195,0.0,-211.53220764185545,-460.7924588727075,-43.0,-16.387711864406782,-85.19019138755982,0.0,-55.833791208791204
5525,-56.29287090558768,-40.04944371248719,0.0,-18.212430025445293,0.0,-280.17491209924486,-506.4321231121898,-43.0,-19.320520581113804,-74.6981658692185,0.0,-67.67048229548229
5526,-51.904945407835584,-33.74030156638852,0.0,-22.336726039016117,0.0,-316.70981661272924,-393.1954557713052,-43.0,-16.567796610169495,-57.41626794258373,0.0,-51.50335775335775
5527,-40.88888888888889,-24.079197774849945,0.0,-30.72519083969466,0.0,-384.7923408845739,-269.25734897518873,-40.97150383141763,-12.039951573849882,-65.39074960127593,0.0,-32.692307692307686
5528,-24.580603725112393,-14.827587468891815,0.0,-42.360089058524174,0.0,-453.0990900582524,-145.14891788025886,-24.82590996168582,-9.493038740920097,-70.83612440191388,0.0,-20.41712454212454
5529,-16.832369942196536,-7.878458498023716,0.0,-48.742540288379985,0.0,-485.9354298985976,-152.0126247303128,-16.67073754789272,-6.354418886198548,-85.06499202551834,0.0,-25.89697802197802
5530,-13.461785484906873,-8.680281071585418,0.0,-42.820186598812555,0.0,-411.0167206040992,-147.4935949298813,-13.488984674329503,-6.483050847457628,-101.67464114832536,0.0,-29.838217338217337
5531,-11.427103403982018,-13.111147708973796,0.0,-28.997069550466495,0.0,-283.6492518705502,-183.56248314455232,-11.645833333333334,-10.213377723970947,-113.89832535885168,0.0,-38.70924908424908
5532,-11.30378933847142,-16.919191919191917,0.0,-19.410517387616625,0.0,-214.8381877022654,-229.03182308522108,-11.32662835249042,-14.71549636803874,-115.23125996810207,0.0,-37.232905982905976
5533,-10.666666666666668,-16.951068657590394,0.0,-14.115737913486004,0.0,-172.75581824811218,-244.42261663969788,-10.49257662835249,-16.747881355932208,-105.79864433811802,0.0,-34.978174603174594
5534,-8.940269749518304,-16.085492607231735,0.0,-11.509754028837998,0.0,-142.2168284789644,-199.6780609492988,-8.958333333333332,-16.053268765133176,-94.09888357256779,0.0,-28.930097680097678
5535,-6.083493898522801,-17.034438588786415,0.0,-7.830826972010179,0.0,-103.6087987961165,-173.41550364077668,-6.291427203065134,-12.888922518159807,-82.00039872408294,0.0,-24.69826007326007
5536,-4.603725112395633,-17.93189137754355,0.0,-5.044491094147583,0.0,-95.59562407335491,-237.8995583872707,-4.4173850574712645,-10.367736077481842,-73.50199362041467,0.0,-30.04838217338217
5537,-3.514450867052023,-21.546223100570927,0.0,-3.8316751484308735,0.0,-84.44482900107874,-210.74189252966556,-3.717193486590038,-10.419188861985473,-56.880781499202556,0.0,-26.12530525030525
5538,-2.856775850995504,-27.54395403308447,0.0,-3.3863061916878716,0.0,-102.15171900323625,-308.92841491370007,-2.666906130268199,-10.882263922518161,-49.17982456140351,0.0,-30.04838217338217
5539,-1.9524727039177907,-33.74030156638852,0.0,-3.413910093299407,0.0,-108.93203883495146,-323.2537756202804,-1.9564176245210727,-11.937046004842617,-37.48006379585327,0.0,-26.46520146520146
5540,-1.4386640976236353,-39.91948470209339,0.0,-3.3163698049194235,0.0,-131.12189859762677,-371.8143203883495,-1.4415708812260537,-10.599273607748184,-34.688995215311,0.0,-27.503052503052498
5541,-0.8426461143224148,-36.06239935587761,0.0,-3.636594571670907,0.0,-148.99714831067962,-312.57407969255655,-1.0399904214559386,-9.493038740920097,-31.362440191387563,0.0,-24.17933455433455
5542,-0.9248554913294798,-25.158102766798418,0.0,-5.072094995759118,0.0,-169.9541531823085,-252.94970334412076,-0.9267241379310344,-7.615012106537531,-30.701754385964914,0.0,-24.000305250305246
5543,-1.7469492614001285,-15.840286927243449,0.0,-6.242578456318915,0.0,-162.89374325782092,-175.0353964401294,-1.7504789272030652,-5.4539951573849885,-29.106858054226475,0.0,-20.757020757020754
5544,-4.089916506101477,-10.624762113892547,0.0,-7.482998303647158,0.0,-171.74718825889968,-164.69634911003234,-3.902538314176245,-4.399213075060533,-32.83213716108453,0.0,-23.172619047619044
5545,-4.72703917790623,-8.386034255599473,0.0,-8.486005089058525,0.0,-165.4153182308522,-117.41504854368931,-4.736590038314176,-2.0581113801452786,-28.708133971291865,0.0,-19.848901098901095
5546,-4.644829800899165,-6.833882301273605,0.0,-8.903770144189991,0.0,-150.51009329449838,-72.67049285329017,-4.849856321839081,-1.3634987893462471,-24.982854864433815,0.0,-15.617063492063492
5547,-5.5491329479768785,-5.4435660957400085,0.0,-7.803223070398643,0.0,-121.03559870550161,-85.52454153182306,-5.560344827586206,-1.337772397094431,-25.917065390749602,0.0,-16.216422466422465
5548,-4.912010276172126,-3.562838530229834,0.0,-6.605135708227311,0.0,-88.53521414886731,-102.36490358683925,-4.726293103448275,-3.061440677966102,-26.851275917065394,0.0,-19.540140415140414
5549,-1.5619781631342324,-3.1067559654516175,0.0,-5.294779474130619,0.0,-55.698874308522115,-38.968025215749726,-1.7607758620689655,-4.450665859564165,-18.603269537480063,0.0,-13.411630036630035
5550,-7.0905587668593455,-3.2367149758454103,0.0,-4.584393553859202,0.0,-43.87540453074433,-59.43230852211434,-7.1048850574712645,-3.9104116222760292,-17.54385964912281,0.0,-12.713675213675213
5551,-21.764932562620427,-4.641743522178304,0.0,-3.7764673452078035,0.0,-40.62528966127292,-99.10337446062566,-21.613266283524904,-1.3120460048426152,-25.655103668261564,0.0,-15.518467643467643
5552,-64.0,-15.808410188844972,0.0,-6.270182357930451,0.0,-71.33263914131608,-118.6942927454153,-43.0,-1.672215496368039,-26.179027113237638,0.0,-8.352106227106226
5553,-64.0,-43.49948762992241,0.0,-15.70398642917727,0.0,-214.8381877022654,-345.7220873786407,-43.0,-5.8656174334140445,-22.32854864433812,0.0,-8.692002442002442
5554,-64.0,-60.94096764748938,0.0,-28.94186174724343,0.0,-397.1759908478964,-511.1432207389427,-43.0,-14.4839588377724,-34.02830940988836,0.0,-14.091422466422465
5555,-64.0,-59.40598009076269,0.0,-46.066620016963526,0.0,-628.0963931866236,-457.530929746494,-43.0,-31.103208232445525,-54.08971291866029,0.0,-14.319749694749694
