,Gen-Load Shed,Gen-Gas New,Gen-Adama,Gen-Ashegoda,Gen-Ayisha,Gen-Wind New,Gen-Solar New I,Gen-Solar New II,RvrIn-Lake Tana Inflow,RvrIn-Fincha River,RvrIn-Gibr Shet River,RvrIn-Gibe River,RvrIn-Awasha River,RvrIn-Melka Wakena River,RvrOut-Gibe River,RvrOut-Awash River,RvrOut-Melka Wakena River,RvrIn-Genale River,RvrOut-Genale River,RvrIn-Tekeze River,RvrOut-Tekeze River,RvrOut-Blue Nile River,Gen-Export_potential
6880,2247.89757537458,100.0,204.0,120.0,80.0,0.9999999999999964,1.0,1.0,0.07,0.017,0.027,0.036,0.007,0.17,0.0,-0.007,-0.17,0.07,-0.133,0.054,-0.054,-0.08700000000000001,-0.0
6881,2358.739524061703,100.0,204.0,120.0,80.0,1.0,1.0,1.0,0.077,0.016,0.024,0.031,0.006,0.177,0.0,-0.006,-0.177,0.077,-0.132,0.057,-0.057,-0.093,-0.0
6882,2579.931672957272,100.0,204.0,120.0,80.0,1.0,1.0,1.0,0.048,0.01,0.016,0.026,0.004,0.172,0.0,-0.004,-0.172,0.077,-0.119,0.055,-0.055,-0.058,-0.0
6883,2565.543449490054,100.0,204.0,120.0,80.0,1.0,1.0,1.0,0.043,0.01,0.011,0.023,0.002,0.163,0.0,-0.002,-0.163,0.081,-0.11499999999999999,0.052,-0.052,-0.053,-0.0
6884,2405.32929881002,100.0,204.0,120.0,80.0,1.0,1.0,1.0,0.043,0.006,0.011,0.018,0.001,0.162,0.0,-0.001,-0.162,0.084,-0.113,0.044,-0.044,-0.048999999999999995,-0.0
6885,2210.918892212397,100.0,204.0,120.0,80.0,1.0,1.0,1.0,0.051,0.003,0.015,0.012,0.001,0.172,0.0,-0.001,-0.172,0.087,-0.11399999999999999,0.033,-0.033,-0.054,-0.0
6886,2043.4268361920242,100.0,204.0,120.0,80.0,1.0,1.0,1.0,0.077,0.001,0.025,0.009,0.001,0.137,0.0,-0.001,-0.137,0.087,-0.12099999999999998,0.028,-0.028,-0.078,-0.0
6887,1917.7862065423633,100.0,204.0,120.0,80.0,1.0,1.0,1.0,0.047,-0.0,0.038,0.005,0.001,0.117,0.0,-0.001,-0.117,0.091,-0.134,0.02,-0.02,-0.047,-0.0
6888,1890.8096807260738,100.0,204.0,120.0,80.0,1.0,1.0,1.0,0.023,-0.0,0.047,0.002,0.001,0.123,0.0,-0.001,-0.123,0.119,-0.16799999999999998,0.005,-0.005,-0.023,-0.0
6889,1867.8516151052947,100.0,204.0,120.0,80.0,0.9999999999999996,1.0,1.0,0.006,-0.0,0.026,0.003,-0.0,0.16,0.0,0.0,-0.16,0.152,-0.181,0.001,-0.001,-0.006,-0.0
